stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
256,704,Olimpijska,,52.7255067245262,15.2103245258331,,,
257,705,Żelazna,,52.7271246343106,15.2186715602875,,,
191,721,Dworcowa,,52.7299542077185,15.2309936285019,,,
452,409,Rondo Górczyńskie,,52.7582219880404,15.245246887207,,,
453,440,Rondo Barlineckie,,52.7586716172702,15.2370661497116,,,
454,367,Piaski,,52.7526117833069,15.2327156066895,,,
455,727,Kilińskiego,,52.7501619620813,15.2318841218948,,,
456,728,Chodkiewicza,,52.7468238792391,15.2308970689774,,,
553,729,Sąd Okręgowy,,52.7431737761347,15.2297329902649,,,
554,730,Pl. Grunwaldzki,,52.7396890063338,15.2317500114441,,,
555,636,Borowskiego,,52.7367431355159,15.2326458692551,,,
344,706,Żelazna,,52.7277483907244,15.2195459604263,,,
1113,707,Olimpijska,,52.7257861268895,15.2100831270218,,,
346,708,Os. Słoneczne,,52.7248536957418,15.2052015066147,,,
347,709,Pl. Słoneczny,,52.7237750397166,15.1994293928146,,,
348,607.,Tartaczna,,52.7222967177896,15.189403295517,,,
1250,922,Olimpijska,,52.7262637058538,15.2106410264969,,,
1251,919,Stadion Piłkarski,,52.7321534163628,15.2088975906372,,,
1061,1021,Spokojna,,52.7237100595859,15.2360147237778,,,
1096,863,Zamoście PKP,,52.7245125574137,15.2392709255219,,,
1299,0713,Przemysłowa Liceum,,52.724078820543,15.2437421679497,,,
170,205,Koniawska/Krótka,,52.7146395079625,15.2552407979965,,,
583,1002,Rondo Santockie,,52.7341738618282,15.2546855807304,,,
187,712,CEZiB,,52.7338474135578,15.2502465248108,,,
1095,1012,Pl. Staromiejski,,52.733363421076,15.2466228604317,,,
1088,866,Przemysłowa Liceum,,52.7230635020113,15.2446568012238,,,
1247,920,Stadion Piłkarski,,52.7332659722754,15.2086991071701,,,
1248,6455,Siedlicka II,,52.6955710669208,15.2929204702377,,,
626,645,Siedlicka I,,52.6936979839008,15.2862390875816,,,
1249,924,Karnin PKP,,52.6911412116908,15.2822855114937,,,
328,186,Poznańska/Wierzbowa,,52.6918467673509,15.2798822522163,,,
329,396,Bindera,,52.6965203792433,15.27064204216,,,
330,589,Zieleniec PKP,,52.6995469872,15.2646124362946,,,
168,154,Graniczna,,52.7056727065571,15.2605113387108,,,
169,380,Paradyska,,52.7094494528293,15.2582931518555,,,
171,203,Most Koniawski,,52.7200580206173,15.2520731091499,,,
1264,118,Dworzec Główny,,52.7284793439169,15.2290785312653,,,
1289,868,Przemysłowa Centrum Handlowe,,52.7273000667039,15.2409392595291,,,
1291,0715,Mazowiecka,,52.7215624117879,15.2460193634033,,,
1292,1307,Mazowiecka Wiadukt,,52.7215477905251,15.2489510178566,,,
419,562,Wylotowa/Strażacka,,52.7139749423838,15.2770471572876,,,
420,601,Żytnia,,52.7105349631348,15.2867969870567,,,
431,433,Siedlice Ujęcie Wody,,52.7116778,15.2911639,,,
432,602,Żytnia,,52.7100710245349,15.2882105112076,,,
433,563,Wylotowa/Strażacka,,52.7140862456376,15.276852697134,,,
1293,0714,Mazowiecka,,52.7216371426098,15.2460086345673,,,
1294,867,Przemysłowa Centrum Handlowe,,52.7273228078884,15.2409714460373,,,
258,202,Most Koniawski,,52.7198183854832,15.2521347999573,,,
221,204,Koniawska/Krótka,,52.7146378831201,15.2551630139351,,,
222,379,Paradyska,,52.7087084302843,15.2586552500725,,,
223,153,Graniczna,,52.7053861,15.2605944,,,
224,590,Zieleniecka,,52.700275162306,15.2591729164124,,,
1181,2033,Zuchów,,52.6961205001993,15.2559247612953,,,
225,554,Willowa,,52.6918191305926,15.2534705400467,,,
1301,348,Osadnicza,,52.6872141146643,15.2509318292141,,,
227,245,Łagodzin,,52.6841289294269,15.2495920658112,,,
165,349,Osadnicza,,52.6873806,15.2511167,,,
166,555,Willowa,,52.6919589398961,15.2536529302597,,,
1182,2031,Sulęcińska,,52.6933667621171,15.2544522285461,,,
1183,2034,Zuchów,,52.6960684831438,15.2559649944305,,,
167,591,Zieleniecka,,52.6995567396254,15.2586767077446,,,
154,384,Pomorska,,52.742202745266,15.2526953816414,,,
155,324,Rondo Solidarności,,52.7383801158743,15.2562788128853,,,
156,368,Podmiejska Boczna,,52.7400982295283,15.2647787332535,,,
157,386,Włókiennicza,,52.7414330499081,15.2701672911644,,,
158,423,Rondo Sybiraków,,52.7425607951194,15.2747283875942,,,
159,294,Partyzantów,,52.7443039119076,15.281800031662,,,
160,581,Zakład Karny,,52.7462778,15.28585,,,
161,529,Wawrów Kościół,,52.7480708194839,15.2921479940414,,,
162,660,Wawrów Zakład Rolny,,52.745869166495,15.2936768531799,,,
268,270,Wawrów Stadion,,52.7432655195714,15.2951198816299,,,
269,664,Wawrów Zakład Rolny,,52.7468336210981,15.2932155132294,,,
270,194,Wawrów Kościół,,52.7487754548315,15.2921077609062,,,
1064,1020,Wawrów Sadowa,,52.7492138166943,15.2907438576221,,,
271,582,Zakład Karny,,52.7466745037956,15.28629809618,,,
272,295,Partyzantów,,52.7441090630033,15.280721783638,,,
